City part,Street,Size (m²),Price,Price per m²,Lower,Number of rooms,Floor,Number of floors,Built year,Renovation years,Renovations,Construction type,Heating type,Refurbishment,Features,Extra areas,Extra stuff,Security,URL
Þvëryne,Elniø ,40,550,13.75,FALSE,2,3,3,2018,0,FALSE,Monolitinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-elniu-g-isnuomojamas-stilingai-irengtas-dvieju-4-829715/
Paðilaièiuose,Jurgio Baltruðaièio ,60,380,6.33,FALSE,2,8,10,2004,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija","Sandëliukas, balkonas","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë","Ðarvuotos durys, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-jurgio-baltrusaicio-g-4-224449/
Uþupyje,Polocko ,62,1100,17.74,TRUE,2,1,3,2018,0,FALSE,Mûrinis,Centrinis,Árengtas,"Atskiras áëjimas, nauja elektros instaliacija, internetas, virtuvë sujungta su kambariu","Sandëliukas, terasa, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, duðo kabina","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-vilniaus-senojo-miesto-sirdyje-isikurusiose-4-827475/
Naujamiestyje,Mindaugo ,34,399,11.74,FALSE,1,3,6,2016,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-naujas-tvarkingas-jaukus-1k-butas-su-4-840853/
Ðiaurës miestelyje,Þygio ,47,460,9.79,FALSE,2,8,9,2009,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-zygio-g-isnuomojamas-kapitaliai-irengtas-dvieju-4-829659/
Virðuliðkëse,Virðuliðkiø ,52,390,7.5,FALSE,2,9,12,1954,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-nuomojamas-2k-butas-virsuliskese-salia-pc-4-840789/
Ðnipiðkëse,Linkmenø ,48,480,10,FALSE,2,2,5,2018,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, virtuvë sujungta su kambariu","Balkonas, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, virtuvës komplektas, viryklë, vonia",Ðarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-4-840757/
Ðnipiðkëse,Kalvarijø ,40,250,6.25,FALSE,1,9,12,1984,0,FALSE,Mûrinis,"Centrinis, elektra",Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-1-kamb-butas-vilnius-snipiskes-kalvariju-g-4-840259/
Senamiestyje,Vokieèiø ,78,600,7.69,FALSE,3,2,4,1959,0,FALSE,Mûrinis,Centrinis,Árengtas,"Internetas, virtuvë sujungta su kambariu",,"Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-nuomuojamas-butas-vilniaus-senamiestyje-4-829627/
Þvëryne,Saltoniðkiø ,35,350,10,FALSE,1,9,9,1985,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-saltoniskiu-g-isnuomojamas-1-kambario-butas-35m-zveryne-4-840731/
Þirmûnuose,Juozo Balèikonio ,45,410,9.11,TRUE,2,7,9,2012,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-juozo-balcikonio-g-nuomojamas-naujai-irengtas-2-kambariu-butas-4-579527/
Naujamiestyje,Geleþinio Vilko ,44.5,290,6.52,FALSE,2,2,5,1973,0,FALSE,Blokinis,Centrinis,Árengtas,,Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, viryklë, duðo kabina",Ðarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gelezinio-vilko-g-isnuomojamas-2-kb-butas-naujamiestyje-g-4-840669/
Ðeðkinëje,Musninkø ,70,400,5.71,FALSE,3,4,5,1990,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-musninku-g-visa-papildoma-informacija-telefonu-4-828893/
Baltupiuose,Didlaukio ,64,350,5.47,FALSE,3,5,5,1979,0,FALSE,Blokinis,"Centrinis, elektra",Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-3-kambariu-butas-vienas-kambarys-pereinamas-4-840599/
Naujamiestyje,Geleþinio Vilko ,35,360,10.29,FALSE,2,1,5,1977,0,FALSE,Monolitinis,Centrinis,Árengtas,"Atskiras áëjimas, nauja elektros instaliacija, internetas, kabelinë televizija, virtuvë sujungta su kambariu",Drabuþinë,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, duðo kabina",,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gelezinio-vilko-g-naujai-suremontuotas-2-kambbutas-su-savo-4-840593/
Antakalnyje,Debesijos ,10,20,2,FALSE,1,4,5,1972,0,FALSE,Blokinis,Centrinis,Árengtas,Tualetas ir vonia atskirai,"Sandëliukas, balkonas","Su baldais, skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, vonia",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-debesijos-g-nuomojamas-1-kambarys-3-kambariu-bute-4-829597/
Pilaitëje,Bitënø ,48,380,7.92,FALSE,2,3,5,2002,0,FALSE,Mûrinis,"Elektra, centrinis kolektorinis",Árengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Balkonas, rûsys, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-bitenu-g-naujai-suremontuotas-2-kamb-butas-nuomai-4-840575/
Pilaitëje,Ásruties ,46.41,420,9.05,TRUE,2,5,8,2016,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinë televizija, virtuvë sujungta su kambariu",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-isruties-g-isnuomojamas-naujos-statybos-2016-m-2-ju-4-710897/
Paðilaièiuose,Eitminø ,47.59,400,8.41,FALSE,2,4,9,2015,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,Internetas,Drabuþinë,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-ilgam-laikui-isnuomojamas-prabangus-naujos-4-834927/
Baltupiuose,Didlaukio ,78,680,8.72,FALSE,4,3,5,1976,2016,TRUE,Blokinis,Centrinis,Árengtas,,Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, duðo kabina",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-isnuomojamas-4-k-butas-su-baldais-butas-4-829585/
Antakalnyje,Antakalnio ,81,450,5.56,FALSE,2,0,4,1959,0,FALSE,Mûrinis,Elektra,Árengtas,"Nauja elektros instaliacija, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Sandëliukas, pirtis","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, duðo kabina","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-padoriems-ir-tvarkingiems-nuomininkams-4-840513/
Naujamiestyje,Skroblø ,50.5,400,7.92,FALSE,2,2,5,1975,0,FALSE,Mûrinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, nauja elektros instaliacija, internetas, kabelinë televizija","Sandëliukas, balkonas","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-skroblu-g-nuo-0801d-be-tarpininku-nera-jokiu-4-831959/
Ðnipiðkëse,Giedraièiø ,56.9,550,9.67,FALSE,2,2,5,1974,2013,TRUE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-giedraiciu-g-4-840461/
Antakalnyje,Antakalnio ,37,370,10,TRUE,2,3,5,1980,0,FALSE,Mûrinis,Centrinis,Árengtas,Internetas,Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, viryklë, duðo kabina",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g--isnuomojamas-jaukus-2-k-butas-antakalnio-g-4-521819/
Naujamiestyje,Algirdo ,26,190,7.31,TRUE,1,4,5,1978,0,FALSE,Mûrinis,Centrinis,Árengtas,Internetas,,"Su baldais, ðaldytuvas, viryklë, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-butas-tvarkingas-iki-centro-ir-4-834885/
Þirmûnuose,Þirmûnø ,30,300,10,FALSE,1,4,5,1975,2008,TRUE,Blokinis,Centrinis,Árengtas,,Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, duðo kabina","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-vieno-kambario-butas-renovuotame-4-840431/
Naujininkuose,Prûsø ,21,250,11.9,FALSE,1,4,9,1980,0,FALSE,Mûrinis,Centrinis,Árengtas,"Nauja elektros instaliacija, virtuvë sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, duðo kabina",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-prusu-g-isnuomojamas-naujai-suremontuotas-puikus-1-4-766393/
Senamiestyje,Gynëjø ,42,448,10.67,FALSE,1,4,5,1958,0,FALSE,Mûrinis,"Centrinis, kita, kietu kuru",Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-gyneju-g-buto-plotas-42-kv-m-nuomojams-4-834831/
Þirmûnuose,Þirmûnø ,35,280,8,FALSE,1,4,5,1965,0,FALSE,Mûrinis,Centrinis,Árengtas,"Aukðtos lubos, nauja elektros instaliacija, internetas, kabelinë televizija","Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, viryklë, plastikiniai vamzdþiai, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-tarpininkamsbrokeriams-neskambinti-4-840361/
Ðiaurës miestelyje,Þygio ,49,450,9.18,FALSE,2,7,9,2010,0,FALSE,Blokinis,Centrinis,Árengtas,"Internetas, virtuvë sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-zygio-g-be-tarpininku-netaikomi-jokie-agenturos-4-733039/
Naujamiestyje,Naugarduko ,46,380,8.26,FALSE,2,3,5,1961,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-desimciai-menesiu-isnuomojamas-butas-1km-4-834759/
Ðnipiðkëse,Linkmenø ,31,380,12.26,FALSE,1,3,5,2018,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,Uþdaras kiemas,Balkonas,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-linkmenu-g-linkmenu-g-nuomojamas-visiskai-naujas-4-840217/
Naujamiestyje,Algirdo ,44,450,10.23,FALSE,2,1,3,1940,0,FALSE,Mûrinis,"Elektra, kita",Árengtas,"Atskiras áëjimas, nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, virtuvë sujungta su kambariu",Vieta automobiliui,"Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, duðo kabina","Ðarvuotos durys, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-nuomojamas-naujai-irengtas-butas-4-812365/
Justiniðkëse,Rygos ,80,620,7.75,FALSE,3,6,11,2008,0,FALSE,Monolitinis,Centrinis kolektorinis,Árengtas,"Nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Balkonas, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, indaplovë, duðo kabina","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-rygos-g-isnuomuosiu-naujos-statybos-3k-buta-rygos-g-4-698347/
Senamiestyje,Ðv. Stepono ,45,400,8.89,FALSE,2,1,2,1950,2018,TRUE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-stepono-g-ieskome-nuomininku-be-vaiku-augintiniu-4-840193/
Jeruzalëje,Rugiø ,41,430,10.49,FALSE,2,4,5,2000,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-rugiu-g-nuomojamas-butas-be-tarpininku-tvarkingas-4-834657/
Naujamiestyje,A. Stulginskio ,57,650,11.4,FALSE,2,4,5,1954,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-a-stulginskio-g-tobulas-butas-vilniaus-sirdyje-butas-4-840157/
Antakalnyje,Debesijos ,50,470,9.4,TRUE,2,4,5,1980,0,FALSE,Mûrinis,Centrinis,Árengtas,Tualetas ir vonia atskirai,"Vieta automobiliui, balkonas","Su baldais, skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-debesijos-g-nuomuojamas-butas-butas-po-sviezio-4-819571/
Paðilaièiuose,Perkûnkiemio ,55,500,9.09,TRUE,2,2,8,2009,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,Vieta automobiliui,,"Ðarvuotos durys, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-perkunkiemio-g-namo-aprasymas-veikmes-statyba-4-834527/
Ðnipiðkëse,Kalvarijø ,14,130,9.29,FALSE,1,2,9,1987,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-isnuomojamas-kambarys-2-ju-kambariu-bloke-4-840095/
Naujamiestyje,Geleþinio Vilko ,14,140,10,FALSE,1,10,16,1987,0,FALSE,Monolitinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gelezinio-vilko-g-isnuomojamas-kambarys-2-ju-kambariu-bloke-4-840089/
Naujamiestyje,J. Basanavièiaus ,43.08,350,8.12,FALSE,2,4,5,1964,0,FALSE,Mûrinis,Centrinis,Árengtas,Internetas,"Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-j-basanaviciaus-g-nuo-2018-08-27-d-isnuomojamas-be-tarpininku-4-840073/
Ðnipiðkëse,Rinktinës ,51,349,6.84,TRUE,2,9,9,1976,2018,TRUE,Blokinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, nauja kanalizacija","Balkonas, rûsys, vieta automobiliui","Skalbimo maðina, virtuvës komplektas, viryklë, indaplovë",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-rinktines-g-nuomojamas-labai-sviesus-butas-su-nuostabia-4-840047/
Fabijoniðkëse,S. Stanevièiaus ,51,270,5.29,FALSE,2,2,5,1989,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-isnuomojamas-tvarkingas-butas-su-baldais-ir-4-840045/
Naujamiestyje,Algirdo ,43,400,9.3,FALSE,2,2,4,1974,0,FALSE,Mûrinis,Centrinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-isnuomociau-2-kambariu-buta-naujamiestyje-4-521295/
Senamiestyje,Þemaitijos ,21,380,18.1,TRUE,1,3,4,1978,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zemaitijos-g-nuo-rugpjucio-15-dienos-be-tarpininku-4-829385/
Fabijoniðkëse,Salomëjos Nëries ,75,450,6,FALSE,3,11,12,2008,0,FALSE,Mûrinis,Centrinis,Árengtas,"Internetas, kabelinë televizija, virtuvë sujungta su kambariu",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-isnuomojamas-3k-butas-buto-privalumai-4-834367/
Þvëryne,Studentø ,18,270,15,TRUE,1,3,5,1964,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-studentu-g-tvarkingas-sviesus-kambarys-yra-spinta-4-839907/
Paðilaièiuose,Þemynos ,50,300,6,FALSE,2,4,9,1986,0,FALSE,Blokinis,Centrinis,Árengtas,"Tualetas ir vonia atskirai, internetas, kabelinë televizija","Sandëliukas, balkonas","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-zemynos-g-isnuomojamas-2-kambariu-butas-pasilaiciuose-4-504246/
Senamiestyje,Savièiaus ,29,449,15.48,FALSE,1,2,2,2015,2015,TRUE,Mûrinis,"Centrinis kolektorinis, geoterminis",Árengtas,"Atskiras áëjimas, aukðtos lubos, nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, virtuvë sujungta su kambariu","Balkonas, terasa, drabuþinë","Kondicionierius, skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, duðo kabina, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saviciaus-g-apartment-with-all-dishes-wi-fi-washing-4-447645/
Senamiestyje,Savièiaus ,31,448,14.45,TRUE,1,2,2,2014,0,FALSE,Mûrinis,"Centrinis, geoterminis, dujinis",Árengtas,"Atskiras áëjimas, aukðtos lubos, butas per kelis aukðtus, nauja kanalizacija, nauja elektros instaliacija, uþdaras kiemas, internetas, virtuvë sujungta su kambariu","Balkonas, yra palëpë, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, plastikiniai vamzdþiai, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna, videokameros, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saviciaus-g-available-from-november-28th-2016-4-504337/
Senamiestyje,Trakø ,100,700,7,FALSE,4,2,3,1939,0,FALSE,Mûrinis,Centrinis,Árengtas,,Balkonas,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-isnuomojamas-4-kambariu-butas-vilniaus-4-839835/
Karoliniðkëse,Dariaus Gerbutavièiaus ,15,110,7.33,TRUE,1,2,9,1990,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-dariaus-gerbutaviciaus-g-nuomojamas-1-kambarys-karoliniskese-4-835309/
Þirmûnuose,Apkasø ,25,270,10.8,FALSE,1,1,5,1986,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-apkasu-g-butas-tvarkingas-yra-skalbimo-masina-4-839685/
Antakalnyje,Nemenèinës p,46,570,12.39,TRUE,2,4,7,2018,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-nemencines-pl-isnuomojamas-naujas-dar-negyventas-dvieju-4-839659/
Senamiestyje,Vokieèiø ,45,540,12,TRUE,1,3,4,1956,0,FALSE,Mûrinis,Kita,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-vokieciu-g-4-839637/
Fabijoniðkëse,Fabijoniðkiø ,65,180,2.77,FALSE,1,1,2,2012,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-be-tarpininku-isnuomojama-jaukiai-irengta-4-839633/
Senamiestyje,Bokðto ,60,500,8.33,FALSE,3,2,3,1860,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-boksto-g-butas-isnuomojamas-su-visais-baldais-ir-4-839617/
Naujamiestyje,Naugarduko ,60,550,9.17,TRUE,2,2,3,1925,2008,TRUE,Mûrinis,Dujinis,Árengtas,"Aukðtos lubos, nauja kanalizacija, uþdaras kiemas, internetas",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, þidinys, vonia",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-naugarduko-g-isnuomojamas-nestandartinis-butas-miesto-4-716819/
Þirmûnuose,Þirmûnø ,22,330,15,TRUE,1,9,9,1969,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomuoju-tvarkinga-ekonomiska-dizaineres-4-839513/
Jeruzalëje,Mokyklos ,90,600,6.67,TRUE,4,1,9,1994,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-mokyklos-g-4-837627/
Pilaitëje,M. Jankaus ,64,400,6.25,FALSE,3,2,7,2007,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-m-jankaus-g-4-832113/
Paðilaièiuose,Laisvës p,63,320,5.08,FALSE,2,3,5,1990,0,FALSE,Blokinis,Centrinis kolektorinis,Árengtas,"Tualetas ir vonia atskirai, internetas, kabelinë televizija",Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, viryklë, vonia",Kodinë laiptinës spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-laisves-pr--autonominis-reguliuojamas-sildymas-pigus-4-833871/
Jeruzalëje,Braðkiø ,46,280,6.09,FALSE,1,4,5,1996,0,FALSE,Mûrinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-braskiu-g-be-tarpininku-atsakingiems-ir-tvarkingiems-4-741543/
Naujamiestyje,Ðvitrigailos ,70,850,12.14,FALSE,3,4,6,2018,0,FALSE,Mûrinis,Centrinis,Árengtas,Internetas,,"Skalbimo maðina, ðaldytuvas, virtuvës komplektas, viryklë, indaplovë, vonia","Ðarvuotos durys, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-svitrigailos-g-skubiai-nuo-rugsejo-1d-isnuomojamas-4-839361/
Balsiuose,Bubilo ,30,189,6.3,FALSE,1,2,2,2007,0,FALSE,Mûrinis,Dujinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-balsiuose-bubilo-g-vilniuje-balsiuose-prie-santariskiu-ir-4-839333/
Þirmûnuose,Kareiviø ,53.31,600,11.25,FALSE,2,10,16,2006,0,FALSE,Blokinis,Centrinis kolektorinis,Árengtas,"Nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinë televizija, virtuvë sujungta su kambariu","Terasa, vieta automobiliui, drabuþinë","Skalbimo maðina, su baldais, ðaldytuvas, virtuvës komplektas, viryklë, vonia","Ðarvuotos durys, kodinë laiptinës spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-kareiviu-g-isnuomuojamas-be-tarpininku-ilgam-laikui-4-643915/
Ðeðkinëje,Ðeðkinës Sodø ,47,430,9.15,FALSE,2,2,3,2017,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-sodu-g-salia-ozo-parko-mazaaukstes-statybos-name-4-839331/
Lazdynuose,Jonaþoliø ,57.12,420,7.35,FALSE,2,7,9,2013,0,FALSE,Mûrinis,Centrinis kolektorinis,Árengtas,Virtuvë sujungta su kambariu,Balkonas,"Skalbimo maðina, su baldais, ðaldytuvas, ðildomos grindys, virtuvës komplektas, viryklë, indaplovë, vonia","Ðarvuotos durys, signalizacija, kodinë laiptinës spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-jonazoliu-g-butas-jaukioje-ir-patogioje-vietoje-salia-4-839301/
Baltupiuose,Baltupio ,47,170,3.62,FALSE,1,3,5,1978,0,FALSE,Blokinis,Centrinis,Árengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-baltupio-g-isnuomojamas-1-kambarys-2-ju-kambariu-bute-4-839299/
